request_id	correlation_id	batch_id	sample_index	qid	source_file	language	difficulty	subject	worker_dataset	gold	elapsed_ms	uenv_error_code	uenv_error_message	model_endpoint	request_time_cst	timeout_seconds	max_attempts_config	observed_server_reason
olymmath-OlymMATH-HARD-20-ZH-d9d106d6	olymmath-uenv-20260716_000508-320	olymmath-uenv-20260716_000508	320	OlymMATH-HARD-20-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	12 \times 2^{2022} - 24	247027	5001	episode olymmath-OlymMATH-HARD-20-ZH-d9d106d6 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-21-ZH-a4b8426f	olymmath-uenv-20260716_000508-321	olymmath-uenv-20260716_000508	321	OlymMATH-HARD-21-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	14	250871	5001	episode olymmath-OlymMATH-HARD-21-ZH-a4b8426f exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-22-ZH-cfbf748c	olymmath-uenv-20260716_000508-322	olymmath-uenv-20260716_000508	322	OlymMATH-HARD-22-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	\frac{7}{12}	244495	5001	episode olymmath-OlymMATH-HARD-22-ZH-cfbf748c exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-23-ZH-c505d398	olymmath-uenv-20260716_000508-323	olymmath-uenv-20260716_000508	323	OlymMATH-HARD-23-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	2^2023	241586	5001	episode olymmath-OlymMATH-HARD-23-ZH-c505d398 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-24-ZH-51ba09fb	olymmath-uenv-20260716_000508-324	olymmath-uenv-20260716_000508	324	OlymMATH-HARD-24-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\left[2, \frac{4}{3}\sqrt{3}\right)	464109	5001	episode olymmath-OlymMATH-HARD-24-ZH-51ba09fb exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-27-ZH-5f30c4de	olymmath-uenv-20260716_000508-327	olymmath-uenv-20260716_000508	327	OlymMATH-HARD-27-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	-\frac{5}{2}	249117	5001	episode olymmath-OlymMATH-HARD-27-ZH-5f30c4de exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-31-ZH-125bdbab	olymmath-uenv-20260716_000508-331	olymmath-uenv-20260716_000508	331	OlymMATH-HARD-31-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	\frac{3}{17}	247115	5001	episode olymmath-OlymMATH-HARD-31-ZH-125bdbab exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-32-ZH-6d4e81a0	olymmath-uenv-20260716_000508-332	olymmath-uenv-20260716_000508	332	OlymMATH-HARD-32-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	480	244629	5001	episode olymmath-OlymMATH-HARD-32-ZH-6d4e81a0 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-36-ZH-c4dc9bab	olymmath-uenv-20260716_000508-336	olymmath-uenv-20260716_000508	336	OlymMATH-HARD-36-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	\frac{2318}{5}	237882	5001	episode olymmath-OlymMATH-HARD-36-ZH-c4dc9bab exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-37-ZH-bb61cc87	olymmath-uenv-20260716_000508-337	olymmath-uenv-20260716_000508	337	OlymMATH-HARD-37-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	\frac{1}{7}	251154	5001	episode olymmath-OlymMATH-HARD-37-ZH-bb61cc87 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-38-ZH-ac91c191	olymmath-uenv-20260716_000508-338	olymmath-uenv-20260716_000508	338	OlymMATH-HARD-38-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	506	245597	5001	episode olymmath-OlymMATH-HARD-38-ZH-ac91c191 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-40-ZH-ef9a840a	olymmath-uenv-20260716_000508-340	olymmath-uenv-20260716_000508	340	OlymMATH-HARD-40-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	2017^2	237417	5001	episode olymmath-OlymMATH-HARD-40-ZH-ef9a840a exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-42-ZH-8f674a7c	olymmath-uenv-20260716_000508-342	olymmath-uenv-20260716_000508	342	OlymMATH-HARD-42-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	1222	281047	5001	episode olymmath-OlymMATH-HARD-42-ZH-8f674a7c exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-43-ZH-7d8252f7	olymmath-uenv-20260716_000508-343	olymmath-uenv-20260716_000508	343	OlymMATH-HARD-43-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	6\sqrt{3}-5	241816	5001	episode olymmath-OlymMATH-HARD-43-ZH-7d8252f7 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-44-ZH-fb456259	olymmath-uenv-20260716_000508-344	olymmath-uenv-20260716_000508	344	OlymMATH-HARD-44-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\frac{4}{9}	240427	5001	episode olymmath-OlymMATH-HARD-44-ZH-fb456259 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-45-ZH-889f9cfd	olymmath-uenv-20260716_000508-345	olymmath-uenv-20260716_000508	345	OlymMATH-HARD-45-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	432	240342	5001	episode olymmath-OlymMATH-HARD-45-ZH-889f9cfd exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-46-ZH-59ec8fd3	olymmath-uenv-20260716_000508-346	olymmath-uenv-20260716_000508	346	OlymMATH-HARD-46-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	201	253145	5001	episode olymmath-OlymMATH-HARD-46-ZH-59ec8fd3 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-47-ZH-ddb1fe7a	olymmath-uenv-20260716_000508-347	olymmath-uenv-20260716_000508	347	OlymMATH-HARD-47-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	424	246580	5001	episode olymmath-OlymMATH-HARD-47-ZH-ddb1fe7a exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-48-ZH-600ce7cf	olymmath-uenv-20260716_000508-348	olymmath-uenv-20260716_000508	348	OlymMATH-HARD-48-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\frac{15\sqrt{2}}{2}	251492	5001	episode olymmath-OlymMATH-HARD-48-ZH-600ce7cf exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-51-ZH-ca34ce04	olymmath-uenv-20260716_000508-351	olymmath-uenv-20260716_000508	351	OlymMATH-HARD-51-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	2\sqrt{2}-1	241058	5001	episode olymmath-OlymMATH-HARD-51-ZH-ca34ce04 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-53-ZH-37a770d3	olymmath-uenv-20260716_000508-353	olymmath-uenv-20260716_000508	353	OlymMATH-HARD-53-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\frac{4}{3}	243096	5001	episode olymmath-OlymMATH-HARD-53-ZH-37a770d3 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-54-ZH-f5a0b371	olymmath-uenv-20260716_000508-354	olymmath-uenv-20260716_000508	354	OlymMATH-HARD-54-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	11	244883	5001	episode olymmath-OlymMATH-HARD-54-ZH-f5a0b371 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-57-ZH-bc72e868	olymmath-uenv-20260716_000508-357	olymmath-uenv-20260716_000508	357	OlymMATH-HARD-57-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	\frac{27}{32}	246542	5001	episode olymmath-OlymMATH-HARD-57-ZH-bc72e868 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-59-ZH-42391b84	olymmath-uenv-20260716_000508-359	olymmath-uenv-20260716_000508	359	OlymMATH-HARD-59-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	\frac{3}{512}	241803	5001	episode olymmath-OlymMATH-HARD-59-ZH-42391b84 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-61-ZH-a0c442ce	olymmath-uenv-20260716_000508-361	olymmath-uenv-20260716_000508	361	OlymMATH-HARD-61-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\left[\frac{2\sqrt{2}}{3},1\right)	244814	5001	episode olymmath-OlymMATH-HARD-61-ZH-a0c442ce exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-62-ZH-34b4a28a	olymmath-uenv-20260716_000508-362	olymmath-uenv-20260716_000508	362	OlymMATH-HARD-62-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	6 \times 5^{2015}	252054	5001	episode olymmath-OlymMATH-HARD-62-ZH-34b4a28a exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-68-ZH-cbb23953	olymmath-uenv-20260716_000508-368	olymmath-uenv-20260716_000508	368	OlymMATH-HARD-68-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	1	241428	5001	episode olymmath-OlymMATH-HARD-68-ZH-cbb23953 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-69-ZH-a7dbf597	olymmath-uenv-20260716_000508-369	olymmath-uenv-20260716_000508	369	OlymMATH-HARD-69-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	(-1, 1)	245209	5001	episode olymmath-OlymMATH-HARD-69-ZH-a7dbf597 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-70-ZH-fa09d827	olymmath-uenv-20260716_000508-370	olymmath-uenv-20260716_000508	370	OlymMATH-HARD-70-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	15	246587	5001	episode olymmath-OlymMATH-HARD-70-ZH-fa09d827 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-72-ZH-0d55b7e5	olymmath-uenv-20260716_000508-372	olymmath-uenv-20260716_000508	372	OlymMATH-HARD-72-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	4650	463211	5001	episode olymmath-OlymMATH-HARD-72-ZH-0d55b7e5 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-73-ZH-117b6051	olymmath-uenv-20260716_000508-373	olymmath-uenv-20260716_000508	373	OlymMATH-HARD-73-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\arccos \frac{7}{18}	252316	5001	episode olymmath-OlymMATH-HARD-73-ZH-117b6051 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-74-ZH-2b6914e0	olymmath-uenv-20260716_000508-374	olymmath-uenv-20260716_000508	374	OlymMATH-HARD-74-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	126^{\circ}	240678	5001	episode olymmath-OlymMATH-HARD-74-ZH-2b6914e0 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-75-ZH-6302866d	olymmath-uenv-20260716_000508-375	olymmath-uenv-20260716_000508	375	OlymMATH-HARD-75-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	504	238649	5001	episode olymmath-OlymMATH-HARD-75-ZH-6302866d exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-76-ZH-5592d6cd	olymmath-uenv-20260716_000508-376	olymmath-uenv-20260716_000508	376	OlymMATH-HARD-76-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\left[\frac{2\sqrt{13}+4}{3}, \frac{16}{3}\right)	246473	5001	episode olymmath-OlymMATH-HARD-76-ZH-5592d6cd exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-77-ZH-017864e9	olymmath-uenv-20260716_000508-377	olymmath-uenv-20260716_000508	377	OlymMATH-HARD-77-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	几何	olymmath-hard	\frac{\sqrt{2}}{2}	464337	5001	episode olymmath-OlymMATH-HARD-77-ZH-017864e9 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-78-ZH-24da51aa	olymmath-uenv-20260716_000508-378	olymmath-uenv-20260716_000508	378	OlymMATH-HARD-78-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	11^8 (5^{11} - 4^{11})	246346	5001	episode olymmath-OlymMATH-HARD-78-ZH-24da51aa exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-80-ZH-7db06526	olymmath-uenv-20260716_000508-380	olymmath-uenv-20260716_000508	380	OlymMATH-HARD-80-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	210\sqrt{10}+11035	463238	5001	episode olymmath-OlymMATH-HARD-80-ZH-7db06526 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-82-ZH-78406b70	olymmath-uenv-20260716_000508-382	olymmath-uenv-20260716_000508	382	OlymMATH-HARD-82-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	0.84	245412	5001	episode olymmath-OlymMATH-HARD-82-ZH-78406b70 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-85-ZH-e1c3ebf0	olymmath-uenv-20260716_000508-385	olymmath-uenv-20260716_000508	385	OlymMATH-HARD-85-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	47	246326	5001	episode olymmath-OlymMATH-HARD-85-ZH-e1c3ebf0 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-86-ZH-572acb4a	olymmath-uenv-20260716_000508-386	olymmath-uenv-20260716_000508	386	OlymMATH-HARD-86-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	21	247013	5001	episode olymmath-OlymMATH-HARD-86-ZH-572acb4a exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-88-ZH-d8740175	olymmath-uenv-20260716_000508-388	olymmath-uenv-20260716_000508	388	OlymMATH-HARD-88-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	\frac{47}{70}	238480	5001	episode olymmath-OlymMATH-HARD-88-ZH-d8740175 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-89-ZH-e9bdf15a	olymmath-uenv-20260716_000508-389	olymmath-uenv-20260716_000508	389	OlymMATH-HARD-89-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	代数	olymmath-hard	\frac{3\sqrt{21}}{38416}	241458	5001	episode olymmath-OlymMATH-HARD-89-ZH-e9bdf15a exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-90-ZH-b171472d	olymmath-uenv-20260716_000508-390	olymmath-uenv-20260716_000508	390	OlymMATH-HARD-90-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	1581330	243422	5001	episode olymmath-OlymMATH-HARD-90-ZH-b171472d exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-92-ZH-50ee5ae2	olymmath-uenv-20260716_000508-392	olymmath-uenv-20260716_000508	392	OlymMATH-HARD-92-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	\frac{401}{9}	244004	5001	episode olymmath-OlymMATH-HARD-92-ZH-50ee5ae2 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-94-ZH-4a1b401a	olymmath-uenv-20260716_000508-394	olymmath-uenv-20260716_000508	394	OlymMATH-HARD-94-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	31	348411	5001	episode olymmath-OlymMATH-HARD-94-ZH-4a1b401a exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-95-ZH-a1169843	olymmath-uenv-20260716_000508-395	olymmath-uenv-20260716_000508	395	OlymMATH-HARD-95-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	432756	249022	5001	episode olymmath-OlymMATH-HARD-95-ZH-a1169843 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-96-ZH-3d2fb37f	olymmath-uenv-20260716_000508-396	olymmath-uenv-20260716_000508	396	OlymMATH-HARD-96-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	2027	242108	5001	episode olymmath-OlymMATH-HARD-96-ZH-3d2fb37f exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-97-ZH-7820393e	olymmath-uenv-20260716_000508-397	olymmath-uenv-20260716_000508	397	OlymMATH-HARD-97-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	43	280076	5001	episode olymmath-OlymMATH-HARD-97-ZH-7820393e exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-98-ZH-b06ff2a0	olymmath-uenv-20260716_000508-398	olymmath-uenv-20260716_000508	398	OlymMATH-HARD-98-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	组合	olymmath-hard	100	271948	5001	episode olymmath-OlymMATH-HARD-98-ZH-b06ff2a0 exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
olymmath-OlymMATH-HARD-99-ZH-ef76dabc	olymmath-uenv-20260716_000508-399	olymmath-uenv-20260716_000508	399	OlymMATH-HARD-99-ZH	OlymMATH-ZH-HARD.jsonl	ZH	HARD	数论	olymmath-hard	980	251378	5001	episode olymmath-OlymMATH-HARD-99-ZH-ef76dabc exceeded max attempts (3)	http://10.10.20.142:18094/v1	2026-07-16 15:05:08 UTC+08:00	7200	3	dispatch_failed / execute_episode_failed / h2 protocol error / CANCEL / exceeded max attempts(3)
